LineShape	197,60	288,00	300,80	154,40
LineShape	300,80	154,40	357,60	285,60
LineShape	357,60	285,60	531,20	283,20
LineShape	531,20	283,20	466,40	136,00
LineShape	466,40	136,00	301,60	151,20
LineShape	199,20	288,00	357,60	284,80
LineShape	197,60	288,80	201,60	401,60
LineShape	201,60	401,60	363,20	399,20
LineShape	363,20	399,20	356,80	283,20
LineShape	366,40	397,60	541,60	372,80
LineShape	541,60	372,80	532,80	280,80
LineShape	242,40	397,60	244,80	352,80
LineShape	244,80	352,80	288,80	356,00
LineShape	288,80	356,00	283,20	396,80
PointShape	252,00	308,80	266,40	329,60
EllipseShape	257,60	312,80	284,00	340,00
EllipseShape	383,20	312,80	408,80	336,00
EllipseShape	442,40	316,00	468,00	335,20
EllipseShape	496,80	311,20	518,40	331,20
LineSegmentWithCirclesAtEndsShape	635,20	419,20	631,20	272,80
LineSegmentWithCirclesAtEndsShape	630,40	300,00	671,20	256,80
LineSegmentWithCirclesAtEndsShape	632,00	295,20	584,00	246,40
LineSegmentWithCirclesAtEndsShape	629,60	271,20	676,80	198,40
LineSegmentWithCirclesAtEndsShape	632,00	268,80	610,40	236,00
LineShape	639,20	318,40	661,60	314,40
LineShape	664,80	309,60	681,60	295,20
LineShape	692,00	283,20	702,40	255,20
LineShape	716,00	248,80	725,60	233,60
LineShape	728,80	220,00	726,40	180,00
LineShape	722,40	168,80	712,00	154,40
LineShape	704,00	145,60	684,80	141,60
LineShape	677,60	140,00	669,60	140,00
LineShape	662,40	141,60	643,20	148,80
LineShape	635,20	151,20	629,60	154,40
LineShape	621,60	156,80	602,40	168,80
LineShape	599,20	171,20	592,80	184,80
LineShape	588,80	193,60	572,80	203,20
LineShape	572,00	204,80	568,80	208,80
LineShape	560,80	219,20	556,80	227,20
LineShape	555,20	232,00	554,40	243,20
LineShape	554,40	254,40	557,60	268,80
LineShape	561,60	277,60	579,20	292,00
LineShape	602,40	307,20	604,00	308,80
LineShape	607,20	310,40	614,40	314,40
LineShape	619,20	315,20	634,40	323,20
LineShape	636,80	323,20	635,20	323,20
LineShape	625,60	319,20	600,80	308,80
LineShape	597,60	304,00	592,80	301,60
LineShape	586,40	297,60	582,40	296,80
LineShape	579,20	292,80	576,80	290,40
LineShape	576,80	288,80	584,00	283,20
LineShape	588,00	282,40	592,80	282,40
LineShape	595,20	284,80	603,20	292,80
LineShape	604,80	294,40	614,40	299,20
LineShape	618,40	299,20	619,20	299,20
LineShape	621,60	287,20	606,40	277,60
LineShape	596,00	268,00	587,20	265,60
LineShape	578,40	262,40	571,20	254,40
LineShape	570,40	244,00	576,80	233,60
LineShape	588,80	224,80	603,20	212,00
LineShape	609,60	205,60	616,00	219,20
LineShape	618,40	226,40	633,60	236,80
LineShape	636,00	231,20	636,00	208,00
LineShape	637,60	186,40	648,80	176,80
LineShape	643,20	165,60	633,60	161,60
LineShape	711,20	159,20	712,00	168,00
LineShape	703,20	182,40	683,20	221,60
LineShape	681,60	248,80	668,80	268,00
LineShape	658,40	276,80	660,00	283,20
LineShape	665,60	282,40	644,80	301,60
LineShape	604,00	394,40	558,40	395,20
LineShape	533,60	402,40	442,40	435,20
LineShape	413,60	442,40	339,20	452,00
LineShape	288,80	452,00	252,00	449,60
LineShape	671,20	385,60	709,60	385,60
LineShape	742,40	384,00	805,60	400,80
LineShape	815,20	402,40	871,20	433,60
LineShape	841,60	389,60	891,20	367,20
LineShape	832,80	357,60	876,00	333,60
LineShape	228,00	456,00	161,60	455,20
LineShape	138,40	461,60	81,60	462,40
LineShape	60,00	460,80	12,00	460,80
LineShape	267,20	244,00	271,20	214,40
LineShape	271,20	214,40	301,60	212,80
LineShape	301,60	212,80	301,60	244,00
LineShape	301,60	244,00	269,60	245,60
LineShape	285,60	213,60	284,80	238,40
LineShape	365,60	143,20	364,80	125,60
LineShape	395,20	140,80	396,80	121,60
LineShape	396,00	121,60	412,00	119,20
LineShape	411,20	119,20	409,60	102,40
LineShape	409,60	103,20	352,00	105,60
LineShape	352,00	105,60	350,40	113,60
LineShape	350,40	113,60	361,60	120,80
